200	1.83477	2.70203
205	1.86498	2.77779
210	1.8997	2.85532
215	1.93931	2.9344
220	1.98423	3.01479
225	2.03487	3.09618
230	2.09163	3.17819
235	2.15493	3.26036
240	2.22514	3.34217
245	2.30263	3.42301
250	2.3877	3.50218
255	2.48058	3.5789
260	2.58146	3.65229
265	2.69036	3.72141
270	2.80724	3.78526
275	2.93187	3.84277
280	3.06389	3.89286
285	3.20273	3.93446
290	3.34766	3.96653
295	3.49776	3.98809
300	3.65192	3.9983
305	3.80887	3.99644
310	3.96721	3.98202
315	4.12543	3.95474
320	4.28196	3.91455
325	4.43524	3.86165
330	4.58374	3.7965
335	4.72602	3.7198
340	4.86078	3.63246
345	4.98691	3.53558
350	5.1035	3.4304
355	5.20986	3.31824
360	5.30552	3.20047
365	5.39026	3.07849
370	5.46404	2.95362
375	5.52704	2.82713
380	5.57957	2.7002
385	5.62209	2.57387
390	5.65516	2.44907
395	5.67942	2.32659
400	5.69555	2.20709
405	5.70425	2.09109
410	5.70625	1.97901
415	5.70223	1.87116
420	5.69287	1.76774
425	5.67883	1.6689
430	5.66069	1.57467
435	5.63903	1.48506
440	5.61436	1.40001
445	5.58715	1.31945
450	5.55781	1.24324
455	5.52674	1.17125
460	5.49426	1.10332
465	5.46068	1.03927
470	5.42627	0.97893
475	5.39126	0.92212
480	5.35584	0.86865
485	5.32019	0.81836
490	5.28447	0.77106
495	5.24881	0.72658
500	5.21331	0.68476
505	5.17807	0.64544
510	5.14317	0.60847
515	5.10867	0.57372
520	5.07464	0.54103
525	5.0411	0.5103
530	5.00811	0.48138
535	4.97569	0.45418
540	4.94385	0.42858
545	4.91262	0.40448
550	4.88201	0.38179
555	4.85201	0.36043
560	4.82265	0.3403
565	4.79392	0.32133
570	4.7658	0.30345
575	4.73832	0.28659
580	4.71144	0.2707
585	4.68517	0.2557
590	4.65951	0.24154
595	4.63443	0.22818
600	4.60993	0.21557
605	4.58599	0.20365
610	4.56261	0.19239
615	4.53978	0.18175
620	4.51747	0.1717
625	4.49569	0.16219
630	4.47441	0.1532
635	4.45362	0.14469
640	4.43332	0.13665
645	4.41348	0.12903
650	4.3941	0.12182
655	4.37516	0.115
660	4.35665	0.10854
665	4.33857	0.10242
670	4.32089	0.09663
675	4.30361	0.09114
680	4.28672	0.08594
685	4.2702	0.08101
690	4.25405	0.07634
695	4.23826	0.07191
700	4.22281	0.06772
705	4.20769	0.06375
710	4.1929	0.05998
715	4.17843	0.05641
720	4.16427	0.05303
725	4.1504	0.04982
730	4.13683	0.04678
735	4.12354	0.04391
740	4.11053	0.04118
745	4.09778	0.03859
750	4.0853	0.03614
755	4.07306	0.03383
760	4.06108	0.03163
765	4.04933	0.02955
770	4.03782	0.02758
775	4.02653	0.02572
780	4.01546	0.02396
785	4.00461	0.0223
790	3.99397	0.02073
795	3.98353	0.01924
800	3.9733	0.01784
805	3.96325	0.01651
810	3.95339	0.01526
815	3.94372	0.01408
820	3.93422	0.01297
825	3.9249	0.01193
830	3.91574	0.01094
835	3.90676	0.01002
840	3.89793	0.00915
845	3.88926	0.00834
850	3.88074	0.00758
855	3.87237	0.00686
860	3.86415	0.0062
865	3.85607	0.00558
870	3.84813	0.005
875	3.84033	0.00446
880	3.83265	0.00396
885	3.82511	0.0035
890	3.81769	0.00308
895	3.81039	0.00268
900	3.80321	0.00232
905	3.79616	0.002
910	3.78921	0.0017
915	3.78238	0.00143
920	3.77565	0.00119
925	3.76904	9.68E-4
930	3.76252	7.76E-4
935	3.75611	6.07E-4
940	3.7498	4.62E-4
945	3.74359	3.38E-4
950	3.73747	2.35E-4
955	3.73144	1.52E-4
960	3.72551	8.7E-5
965	3.71967	4.1E-5
970	3.71391	1.3E-5
975	3.70824	0
980	3.70265	0
985	3.69714	0
990	3.69171	0
995	3.68637	0
1000	3.6811	0
1005	3.6759	0
1010	3.67078	0
1015	3.66573	0
1020	3.66075	0
1025	3.65584	0
1030	3.651	0
1035	3.64622	0
1040	3.64151	0
1045	3.63686	0
1050	3.63228	0
1055	3.62776	0
1060	3.6233	0
1065	3.61889	0
1070	3.61455	0
1075	3.61026	0
1080	3.60602	0
1085	3.60185	0
1090	3.59772	0
1095	3.59365	0
1100	3.58963	0
1105	3.58566	0
1110	3.58174	0
1115	3.57787	0
1120	3.57405	0
1125	3.57028	0
1130	3.56655	0
1135	3.56286	0
1140	3.55922	0
1145	3.55563	0
1150	3.55208	0
1155	3.54857	0
1160	3.5451	0
1165	3.54167	0
1170	3.53829	0
1175	3.53494	0
1180	3.53163	0
1185	3.52836	0
1190	3.52513	0
1195	3.52193	0
1200	3.51877	0
1205	3.51565	0
1210	3.51256	0
1215	3.5095	0
1220	3.50648	0
1225	3.5035	0
1230	3.50054	0
1235	3.49762	0
1240	3.49473	0
1245	3.49187	0
1250	3.48904	0
1255	3.48625	0
1260	3.48348	0
1265	3.48074	0
1270	3.47803	0
1275	3.47535	0
1280	3.4727	0
1285	3.47007	0
1290	3.46747	0
1295	3.4649	0
1300	3.46236	0
1305	3.45984	0
1310	3.45735	0
1315	3.45488	0
1320	3.45243	0
1325	3.45001	0
1330	3.44762	0
1335	3.44525	0
1340	3.4429	0
1345	3.44057	0
1350	3.43827	0
1355	3.43599	0
1360	3.43374	0
1365	3.4315	0
1370	3.42929	0
1375	3.42709	0
1380	3.42492	0
1385	3.42277	0
1390	3.42064	0
1395	3.41852	0
1400	3.41643	0
1405	3.41436	0
1410	3.41231	0
1415	3.41027	0
1420	3.40826	0
1425	3.40626	0
1430	3.40428	0
1435	3.40232	0
1440	3.40038	0
1445	3.39845	0
1450	3.39654	0
1455	3.39465	0
1460	3.39277	0
1465	3.39092	0
1470	3.38907	0
1475	3.38725	0
1480	3.38544	0
1485	3.38364	0
1490	3.38186	0
1495	3.3801	0
1500	3.37835	0
1505	3.37662	0
1510	3.3749	0
1515	3.37319	0
1520	3.3715	0
1525	3.36983	0
1530	3.36816	0
1535	3.36652	0
1540	3.36488	0
1545	3.36326	0
1550	3.36165	0
1555	3.36006	0
1560	3.35848	0
1565	3.35691	0
1570	3.35535	0
1575	3.35381	0
1580	3.35228	0
1585	3.35076	0
1590	3.34925	0
1595	3.34776	0
1600	3.34628	0
1605	3.34481	0
1610	3.34334	0
1615	3.3419	0
1620	3.34046	0
1625	3.33904	0
1630	3.33762	0
1635	3.33622	0
1640	3.33482	0
1645	3.33344	0
1650	3.33207	0
1655	3.33071	0
1660	3.32936	0
1665	3.32802	0
1670	3.32668	0
1675	3.32536	0
1680	3.32405	0
1685	3.32275	0
1690	3.32146	0
1695	3.32018	0
1700	3.3189	0
1705	3.31764	0
1710	3.31638	0
